"Compound","Compound ID","Accepted?","Adducts","Formula","Score","Fragmentation Score","Mass Error (ppm)","Isotope Similarity","Theoretical Isotope Distribution","Link","Description","Neutral mass (Da)","m/z","Charge","Retention time (min)","Max Fold Change" 
"6.85_535.2005m/z","CSID391530",,"2M-H","C16H16N2S","36","0","1.81814604519727","82.2879831988978","100 - 19 - 6.23 - 0.92","http://nonlinear.com/redirect/outbound?p=chemspider&param=391530","2-p-Tolyl-5,6,7,8-tetrahydrobenzo[d]imidazo[2,1-b]thiazole",,"535.20054647036","1","6.84696666666667","63.9747029418564"
"6.85_535.2005m/z","CSID6496",,"2M-H","C12H16N2O5","34.7","0","-7.51773316798291","81.7115526961411","100 - 14.1 - 1.95 - 0.181","http://nonlinear.com/redirect/outbound?p=chemspider&param=6496","musk ambrette",,"535.20054647036","1","6.84696666666667","63.9747029418564"
"6.84_247.1173m/z","CSID13835108",,"M+FA-H","C10H18O4","37.1","0","-7.08341626809605","93.408525788285","100 - 11.2 - 1.39 - 0.109","http://nonlinear.com/redirect/outbound?p=chemspider&param=13835108","ethyl adipate",,"247.117285166263","1","6.83816666666667","20.7483638740377"
"6.84_247.1173m/z","CSID14851",,"M+FA-H","C10H18O4","37.1","0","-7.08341626809605","93.408525788285","100 - 11.2 - 1.39 - 0.109","http://nonlinear.com/redirect/outbound?p=chemspider&param=14851","Dimethyl suberate",,"247.117285166263","1","6.83816666666667","20.7483638740377"
"6.84_247.1173m/z","CSID5004",,"M+FA-H","C10H18O4","37.1","0","-7.08341626809605","93.408525788285","100 - 11.2 - 1.39 - 0.109","http://nonlinear.com/redirect/outbound?p=chemspider&param=5004","Sebacic acid",,"247.117285166263","1","6.83816666666667","20.7483638740377"
"6.83_165.0554m/z","CSID10274",,"M-H","C9H10O3","35.5","0","-1.97302610570199","79.6931152453954","100 - 9.96 - 1.06","http://nonlinear.com/redirect/outbound?p=chemspider&param=10274","Tropic acid",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID10348",,"M-H2O-H","C9H12O4","35.5","0","-1.83599754906381","79.6153030438136","100 - 10 - 1.27","http://nonlinear.com/redirect/outbound?p=chemspider&param=10348","MHPG",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID10621",,"M-H","C9H10O3","35.5","0","-1.97302610570199","79.6931152453954","100 - 9.96 - 1.06","http://nonlinear.com/redirect/outbound?p=chemspider&param=10621","Paeonol",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID11628",,"M-H","C9H10O3","35.5","0","-1.97302610570199","79.6931152453954","100 - 9.96 - 1.06","http://nonlinear.com/redirect/outbound?p=chemspider&param=11628","3-Ethoxybenzoic acid",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID133331",,"M-H","C9H10O3","35.5","0","-1.97302610570199","79.6931152453954","100 - 9.96 - 1.06","http://nonlinear.com/redirect/outbound?p=chemspider&param=133331","2-(4-hydroxy-3-methoxyphenyl) Ethanal",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID13846749",,"M-H","C9H10O3","35.5","0","-1.97302610570199","79.6931152453954","100 - 9.96 - 1.06","http://nonlinear.com/redirect/outbound?p=chemspider&param=13846749","Ethylparaben",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID13865424",,"M+FA-H","C8H8O","35.2","0","-2.80655985678669","79.1332040755637","100 - 8.78 - 0.544","http://nonlinear.com/redirect/outbound?p=chemspider&param=13865424","4-Methylbenzaldehyde",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID13876539",,"M+FA-H","C8H8O","35.2","0","-2.80655985678669","79.1332040755637","100 - 8.78 - 0.544","http://nonlinear.com/redirect/outbound?p=chemspider&param=13876539","Phenylacetaldehyde",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID21106008",,"M-H","C9H10O3","35.5","0","-1.97302610570199","79.6931152453954","100 - 9.96 - 1.06","http://nonlinear.com/redirect/outbound?p=chemspider&param=21106008","veratraldehyde",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID21106524",,"M+FA-H","C8H8O","35.2","0","-2.80655985678669","79.1332040755637","100 - 8.78 - 0.544","http://nonlinear.com/redirect/outbound?p=chemspider&param=21106524","o-Tolualdehyde",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID21106900",,"M-H","C9H10O3","35.5","0","-1.97302610570199","79.6931152453954","100 - 9.96 - 1.06","http://nonlinear.com/redirect/outbound?p=chemspider&param=21106900","Apocynin",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID21168826",,"M+FA-H","C8H8O","35.2","0","-2.80655985678669","79.1332040755637","100 - 8.78 - 0.544","http://nonlinear.com/redirect/outbound?p=chemspider&param=21168826","m-Tolualdehyde",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID3715",,"M-H","C9H10O3","35.5","0","-1.97302610570199","79.6931152453954","100 - 9.96 - 1.06","http://nonlinear.com/redirect/outbound?p=chemspider&param=3715","b-Phenyllactic acid",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID391479",,"M-H2O-H","C9H12O4","35.5","0","-1.83599754906381","79.6153030438136","100 - 10 - 1.27","http://nonlinear.com/redirect/outbound?p=chemspider&param=391479","cis-3-(carboxyethyl)-3,5-cyclohexadiene-1,2-diol",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID391536",,"M-H2O-H","C9H12O4","35.5","0","-1.83599754906381","79.6153030438136","100 - 10 - 1.27","http://nonlinear.com/redirect/outbound?p=chemspider&param=391536","3-[(5S,6R)-5,6-Dihydroxy-1,3-cyclohexadien-1-yl]propanoic acid",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID4444283",,"M-H2O-H","C9H12O4","35.5","0","-1.83599754906381","79.6153030438136","100 - 10 - 1.27","http://nonlinear.com/redirect/outbound?p=chemspider&param=4444283","(2Z,4E)-2-Hydroxy-7-methyl-6-oxo-2,4-octadienoic acid",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID4444453",,"M-H2O-H","C9H12O4","35.5","0","-1.83599754906381","79.6153030438136","100 - 10 - 1.27","http://nonlinear.com/redirect/outbound?p=chemspider&param=4444453","(2E,4Z)-2-Hydroxy-7-methyl-6-oxo-2,4-octadienoic acid",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID4445310",,"M-H","C9H10O3","35.5","0","-1.97302610570199","79.6931152453954","100 - 9.96 - 1.06","http://nonlinear.com/redirect/outbound?p=chemspider&param=4445310","3,4-Dihydroxycinnamyl alcohol",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID45326",,"M-H2O-H","C10H8N4","34.3","0","-9.04500668461001","81.6473935210584","100 - 12.4 - 0.704","http://nonlinear.com/redirect/outbound?p=chemspider&param=45326","Pyrido[3',2':4,5]imidazo[1,2-a]pyridin-2-amine",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID558480",,"M-H","C9H10O3","35.5","0","-1.97302610570199","79.6931152453954","100 - 9.96 - 1.06","http://nonlinear.com/redirect/outbound?p=chemspider&param=558480","D-3-phenyllactic acid",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID56234",,"M+FA-H","C8H8O","35.2","0","-2.80655985678669","79.1332040755637","100 - 8.78 - 0.544","http://nonlinear.com/redirect/outbound?p=chemspider&param=56234","4-Vinylphenol",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID62711",,"M-H2O-H","C9H12O4","35.5","0","-1.83599754906381","79.6153030438136","100 - 10 - 1.27","http://nonlinear.com/redirect/outbound?p=chemspider&param=62711","Antiarol",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID7005",,"M+FA-H","C8H8O","35.2","0","-2.80655985678669","79.1332040755637","100 - 8.78 - 0.544","http://nonlinear.com/redirect/outbound?p=chemspider&param=7005","Styrene oxide",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID7132",,"M+FA-H","C8H8O","35.2","0","-2.80655985678669","79.1332040755637","100 - 8.78 - 0.544","http://nonlinear.com/redirect/outbound?p=chemspider&param=7132","Acetophenone",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID8154",,"M-H","C9H10O3","35.5","0","-1.97302610570199","79.6931152453954","100 - 9.96 - 1.06","http://nonlinear.com/redirect/outbound?p=chemspider&param=8154","Ethylvanillin",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID850",,"M-H","C9H10O3","35.5","0","-1.97302610570199","79.6931152453954","100 - 9.96 - 1.06","http://nonlinear.com/redirect/outbound?p=chemspider&param=850","3-(2-Hydroxyphenyl)propionate",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID89",,"M-H","C9H10O3","35.5","0","-1.97302610570199","79.6931152453954","100 - 9.96 - 1.06","http://nonlinear.com/redirect/outbound?p=chemspider&param=89","m-hydroxy-Hydrocinnamic acid",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID92601",,"M-H","C9H10O3","35.5","0","-1.97302610570199","79.6931152453954","100 - 9.96 - 1.06","http://nonlinear.com/redirect/outbound?p=chemspider&param=92601","UNII:55FH3476SI",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID989",,"M-H2O-H","C5H15NO4P+","35.3","0","-0.505008610257848","76.9376294666216","100 - 6.1 - 0.978","http://nonlinear.com/redirect/outbound?p=chemspider&param=989","Phosphocholine conjugate acid",,"165.055383921389","1","6.82935","2686.67239714403"
"6.83_165.0554m/z","CSID9965",,"M-H","C9H10O3","35.5","0","-1.97302610570199","79.6931152453954","100 - 9.96 - 1.06","http://nonlinear.com/redirect/outbound?p=chemspider&param=9965","Desaminotyrosine",,"165.055383921389","1","6.82935","2686.67239714403"
"6.81_187.1341m/z","CSID10466769",,"M-H","C10H20O3","39.5","0","0.807419898609957","98.6082195349006","100 - 11.2 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=10466769","6-Hydroxy-3,7-dimethyloctanoic acid",,"187.13412647699","1","6.81326666666667","36988.3053150116"
"6.81_187.1341m/z","CSID66903",,"M-H","C10H20O3","39.5","0","0.807419898609957","98.6082195349006","100 - 11.2 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=66903","10-Hydroxydecanoic acid",,"187.13412647699","1","6.81326666666667","36988.3053150116"
"6.80_239.0595m/z","CSID1116",,"M+Cl","C11H12N2O2","39","0","0.910395485440567","96.0666958088639","100 - 12.8 - 1.17","http://nonlinear.com/redirect/outbound?p=chemspider&param=1116","DL-Tryptophan",,"239.0594611025","1","6.80445","Infinity"
"6.80_239.0595m/z","CSID12082",,"M+Cl","C11H12N2O2","39","0","0.910395485440567","96.0666958088639","100 - 12.8 - 1.17","http://nonlinear.com/redirect/outbound?p=chemspider&param=12082","Thozalinone",,"239.0594611025","1","6.80445","Infinity"
"6.80_239.0595m/z","CSID21980",,"M-H2O-H","C11H14ClN2O3","34.3","0","0.713827329580399","72.5697841896323","100 - 12.9 - 33.3 - 4.23 - 0.449","http://nonlinear.com/redirect/outbound?p=chemspider&param=21980","6,7-Dimethoxy-4-quinolinamine hydrochloride hydrate",,"239.0594611025","1","6.80445","Infinity"
"6.80_239.0595m/z","CSID2300988",,"M-H2O-H","C9H14N4O3S","37.2","0","-5.3153462034059","92.2577394051437","100 - 12.3 - 5.83 - 0.618","http://nonlinear.com/redirect/outbound?p=chemspider&param=2300988","sulnidazole",,"239.0594611025","1","6.80445","Infinity"
"6.80_239.0595m/z","CSID2929968",,"M+FA-H","C8H10N4S","37.2","0","-7.02746096085734","93.9478986699574","100 - 11 - 5.07 - 0.479","http://nonlinear.com/redirect/outbound?p=chemspider&param=2929968","6-(Isopropylsulfanyl)-1H-purine",,"239.0594611025","1","6.80445","Infinity"
"6.80_239.0595m/z","CSID3176",,"M+Cl","C11H12N2O2","39","0","0.910395485440567","96.0666958088639","100 - 12.8 - 1.17","http://nonlinear.com/redirect/outbound?p=chemspider&param=3176","ethotoin",,"239.0594611025","1","6.80445","Infinity"
"6.80_239.0595m/z","CSID391237",,"M+Cl","C11H12N2O2","39","0","0.910395485440567","96.0666958088639","100 - 12.8 - 1.17","http://nonlinear.com/redirect/outbound?p=chemspider&param=391237","(3S)-1,2,3,9-Tetrahydropyrrolo[2,1-b]quinazoline-3,7-diol",,"239.0594611025","1","6.80445","Infinity"
"6.80_239.0595m/z","CSID49184",,"M+Cl","C11H12N2O2","39","0","0.910395485440567","96.0666958088639","100 - 12.8 - 1.17","http://nonlinear.com/redirect/outbound?p=chemspider&param=49184","Idazoxan",,"239.0594611025","1","6.80445","Infinity"
"6.80_239.0595m/z","CSID6066",,"M+Cl","C11H12N2O2","39","0","0.910395485440567","96.0666958088639","100 - 12.8 - 1.17","http://nonlinear.com/redirect/outbound?p=chemspider&param=6066","L-Tryptophan",,"239.0594611025","1","6.80445","Infinity"
"6.80_239.0595m/z","CSID64736",,"M+Cl","C11H12N2O2","39","0","0.910395485440567","96.0666958088639","100 - 12.8 - 1.17","http://nonlinear.com/redirect/outbound?p=chemspider&param=64736","Fenozolone",,"239.0594611025","1","6.80445","Infinity"
"6.80_239.0595m/z","CSID82605",,"M+Cl","C11H12N2O2","39","0","0.910395485440567","96.0666958088639","100 - 12.8 - 1.17","http://nonlinear.com/redirect/outbound?p=chemspider&param=82605","Nirvanol",,"239.0594611025","1","6.80445","Infinity"
"6.80_239.0595m/z","CSID8707",,"M+Cl","C11H12N2O2","39","0","0.910395485440567","96.0666958088639","100 - 12.8 - 1.17","http://nonlinear.com/redirect/outbound?p=chemspider&param=8707","D-(+)-tryptophan",,"239.0594611025","1","6.80445","Infinity"
"6.80_243.0341m/z","CSID26711",,"M-H2O-H","C13H11ClN2O2","35.1","0","4.10746019208872","80.4084907642976","100 - 15 - 33.4 - 4.9 - 0.472","http://nonlinear.com/redirect/outbound?p=chemspider&param=26711","Clonixin",,"243.034138243652","1","6.79565","Infinity"
"6.79_159.1380m/z","CSID349",,"M+FA-H","C8H18","36.7","0","-8.98469884882006","93.6114469111831","100 - 8.86 - 0.346","http://nonlinear.com/redirect/outbound?p=chemspider&param=349","Octane",,"159.1380313488","1","6.78683333333333","Infinity"
"6.79_341.1931m/z","CSID205812",,"M-H2O-H","C22H29FO3","38.3","0","2.38998163883459","94.5135160442395","100 - 24.2 - 3.43 - 0.356","http://nonlinear.com/redirect/outbound?p=chemspider&param=205812","9-Fluoro-16alpha-methylpregn-4-ene-3,11,20-trione",,"341.193102775484","1","6.78683333333333","5.15571567939631"
"6.79_341.1931m/z","CSID211978",,"M-H2O-H","C22H29FO3","38.3","0","2.38998163883459","94.5135160442395","100 - 24.2 - 3.43 - 0.356","http://nonlinear.com/redirect/outbound?p=chemspider&param=211978","9-Fluoro-2alpha-methyl-11-oxoprogesterone",,"341.193102775484","1","6.78683333333333","5.15571567939631"
"6.77_241.0465m/z","CSID2337",,"M-H","C11H17BrN+","29.9","0","-0.416040821677683","50.1863641678824","100 - 12.5 - 98 - 12.1 - 0.692","http://nonlinear.com/redirect/outbound?p=chemspider&param=2337","Bretylium",,"241.046501863705","1","6.76921666666667","2136.50416578496"
"6.75_417.1443m/z","CSID19112",,"M+FA-H","C15H24N4O5S","38.1","0","-1.65527364692855","92.6559702648155","100 - 19 - 7.25 - 1.11 - 0.163","http://nonlinear.com/redirect/outbound?p=chemspider&param=19112","Suladrin",,"417.144315865327","1","6.75158333333333","87.6739031437097"
"6.75_417.1443m/z","CSID70379",,"M+Cl","C22H26N2O2S","36.8","0","8.9110916079805","93.7044452575896","100 - 25.7 - 8.1 - 1.48 - 0.201","http://nonlinear.com/redirect/outbound?p=chemspider&param=70379","Eletriptan",,"417.144315865327","1","6.75158333333333","87.6739031437097"
"6.74_292.8450m/z","CSID69309",,"M-H","C7H4Br2O3","23.8","0","-1.48710722367281","20.6692146884441","51.2 - 3.96 - 100 - 7.72 - 49.3 - 3.8 - 0.426","http://nonlinear.com/redirect/outbound?p=chemspider&param=69309","3,5-Dibromo-4-hydroxybenzoic acid",,"292.844978577539","1","6.74278333333333","Infinity"
"6.73_173.1178m/z","CSID17778",,"M+FA-H","C8H16O","38.9","0","-4.10629857975832","99.0566839692076","100 - 8.87 - 0.552","http://nonlinear.com/redirect/outbound?p=chemspider&param=17778","(±)-1-Octen-3-ol",,"173.117793770546","1","6.72515","21.7699318912822"
"6.73_173.1178m/z","CSID19533",,"M+FA-H","C8H16O","38.9","0","-4.10629857975832","99.0566839692076","100 - 8.87 - 0.552","http://nonlinear.com/redirect/outbound?p=chemspider&param=19533","UNII:33321H09GI",,"173.117793770546","1","6.72515","21.7699318912822"
"6.73_173.1178m/z","CSID215929",,"M+FA-H","C8H16O","38.9","0","-4.10629857975832","99.0566839692076","100 - 8.87 - 0.552","http://nonlinear.com/redirect/outbound?p=chemspider&param=215929","3-Octanone",,"173.117793770546","1","6.72515","21.7699318912822"
"6.73_173.1178m/z","CSID441",,"M+FA-H","C8H16O","38.9","0","-4.10629857975832","99.0566839692076","100 - 8.87 - 0.552","http://nonlinear.com/redirect/outbound?p=chemspider&param=441","Octanal",,"173.117793770546","1","6.72515","21.7699318912822"
"6.73_297.0649m/z","CSID141619",,"M-H","C11H14N4O4S","37.5","0","-4.86335608616219","93.1298703093308","100 - 14.5 - 6.32 - 0.777 - 0.109","http://nonlinear.com/redirect/outbound?p=chemspider&param=141619","5'-S-Methyl-5'-thioinosine",,"297.06485193005","1","6.72515","Infinity"
"6.73_297.0649m/z","CSID30791873",,"M-H","C11H14N4O4S","37.5","0","-4.86335608616219","93.1298703093308","100 - 14.5 - 6.32 - 0.777 - 0.109","http://nonlinear.com/redirect/outbound?p=chemspider&param=30791873","4-Amino-N-(6-methoxy-4-pyrimidinyl)benzenesulfonamide hydrate (1:1)",,"297.06485193005","1","6.72515","Infinity"
"6.72_217.1078m/z","CSID148082",,"M-H2O-H","C11H16N4O2","37.9","0","-7.08237628838582","97.347407448052","100 - 13.6 - 1.27","http://nonlinear.com/redirect/outbound?p=chemspider&param=148082","1,3-Dipropyl-3,7-dihydro-1H-purine-2,6-dione",,"217.107805537475","1","6.71635","25.5005373587129"
"6.72_217.1078m/z","CSID68222",,"M+FA-H","C9H16O3","39","0","-1.9599828175791","97.4517613938627","100 - 10 - 1.07","http://nonlinear.com/redirect/outbound?p=chemspider&param=68222","9-Oxononanoic acid",,"217.107805537475","1","6.71635","25.5005373587129"
"6.70_135.0446m/z","CSID10181341",,"M-H","C8H8O2","38.5","0","-4.2254973649049","97.2925086529683","100 - 8.82 - 0.753","http://nonlinear.com/redirect/outbound?p=chemspider&param=10181341","Phenylacetic acid",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID126119",,"2M-H","C4H4O","37.8","0","-4.23284744143038","93.7465199251745","100 - 4.41 - 0.279","http://nonlinear.com/redirect/outbound?p=chemspider&param=126119","3-Butynal",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID133430",,"M-H","C8H8O2","38.5","0","-4.2254973649049","97.2925086529683","100 - 8.82 - 0.753","http://nonlinear.com/redirect/outbound?p=chemspider&param=133430","4-Vinyl-1,2-benzenediol",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID21105937",,"M-H","C8H8O2","38.5","0","-4.2254973649049","97.2925086529683","100 - 8.82 - 0.753","http://nonlinear.com/redirect/outbound?p=chemspider&param=21105937","4-Methoxybenzaldehyde",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID28969",,"M-H","C8H8O2","38.5","0","-4.2254973649049","97.2925086529683","100 - 8.82 - 0.753","http://nonlinear.com/redirect/outbound?p=chemspider&param=28969","Phenyl acetate",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID389113",,"M-H","C8H8O2","38.5","0","-4.2254973649049","97.2925086529683","100 - 8.82 - 0.753","http://nonlinear.com/redirect/outbound?p=chemspider&param=389113","p-Hydroxyphenylacetaldehyde",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID390001",,"M-H","C8H8O2","38.5","0","-4.2254973649049","97.2925086529683","100 - 8.82 - 0.753","http://nonlinear.com/redirect/outbound?p=chemspider&param=390001","3-Vinylcatechol",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID456019",,"M-H","C8H8O2","38.5","0","-4.2254973649049","97.2925086529683","100 - 8.82 - 0.753","http://nonlinear.com/redirect/outbound?p=chemspider&param=456019","2-Hydroxy-3-methylbenzaldehyde",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID56139",,"M-H2O-H","C8H10O3","38.6","0","-3.6946004204524","97.1639228270965","100 - 8.88 - 0.964","http://nonlinear.com/redirect/outbound?p=chemspider&param=56139","Vanillyl alcohol",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID61765",,"M-H","C8H8O2","38.5","0","-4.2254973649049","97.2925086529683","100 - 8.82 - 0.753","http://nonlinear.com/redirect/outbound?p=chemspider&param=61765","Glycolophenone",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID6774",,"M-H2O-H","C8H10O3","38.6","0","-3.6946004204524","97.1639228270965","100 - 8.88 - 0.964","http://nonlinear.com/redirect/outbound?p=chemspider&param=6774","syringol",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID6883",,"M-H","C8H8O2","38.5","0","-4.2254973649049","97.2925086529683","100 - 8.82 - 0.753","http://nonlinear.com/redirect/outbound?p=chemspider&param=6883","methylbenzoate",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID7140",,"M-H","C8H8O2","38.5","0","-4.2254973649049","97.2925086529683","100 - 8.82 - 0.753","http://nonlinear.com/redirect/outbound?p=chemspider&param=7140","m-toluic acid",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID7189",,"M-H","C8H8O2","38.5","0","-4.2254973649049","97.2925086529683","100 - 8.82 - 0.753","http://nonlinear.com/redirect/outbound?p=chemspider&param=7189","Piceol",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID7190",,"M-H","C8H8O2","38.5","0","-4.2254973649049","97.2925086529683","100 - 8.82 - 0.753","http://nonlinear.com/redirect/outbound?p=chemspider&param=7190","p-Toluic acid",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID7422",,"M-H","C8H8O2","38.5","0","-4.2254973649049","97.2925086529683","100 - 8.82 - 0.753","http://nonlinear.com/redirect/outbound?p=chemspider&param=7422","Benzyl formate",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID7738",,"2M-H","C4H4O","37.8","0","-4.23284744143038","93.7465199251745","100 - 4.41 - 0.279","http://nonlinear.com/redirect/outbound?p=chemspider&param=7738","Furan",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.70_135.0446m/z","CSID8070",,"M-H","C8H8O2","38.5","0","-4.2254973649049","97.2925086529683","100 - 8.82 - 0.753","http://nonlinear.com/redirect/outbound?p=chemspider&param=8070","o-Toluic acid",,"135.04457767882","1","6.69871666666667","12.1105454493446"
"6.69_211.0969m/z","CSID1218",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=1218","Perillic acid",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID141747",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=141747","Nepetalactone",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID142049",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=142049","(1S,4R,5S)-5-Isopropenyl-6-methylene-2-cyclohexene-1,4-diol",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID174414",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=174414","7,7-Dimethyl-2-oxobicyclo[2.2.1]heptane-1-carbaldehyde",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID178414",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=178414","4-n-Butylresorcinol",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID19045",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=19045","2,5-Bornanedione",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID23544",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=23544","Oxocamphor",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID28973",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=28973","4-Butoxyphenol",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID30790768",,"M-H2O-H","C12H14N4O","36","0","-8.61713438359356","89.3745036226927","100 - 14.6 - 1.2","http://nonlinear.com/redirect/outbound?p=chemspider&param=30790768","Tirasemtiv",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID30790788",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=30790788","1,7,7-Trimethylbicyclo[2.2.1]heptane-2,6-dione",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID30791045",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=30791045","(1R,4S)-1,7-Dimethyl-2-oxobicyclo[2.2.1]heptane-7-carbaldehyde",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID30791567",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=30791567","(1R,5R,6S)-5-Hydroxy-3,7,7-trimethylbicyclo[4.1.0]hept-3-en-2-one",,"211.096935932955","1","6.68991666666667","147.844935722055"
"6.69_211.0969m/z","CSID389280",,"M+FA-H","C10H14O2","36.4","0","-3.89487934782495","86.7413891786678","100 - 11.1 - 0.963","http://nonlinear.com/redirect/outbound?p=chemspider&param=389280","1-(3,4-Dimethylphenyl)-1,2-ethanediol",,"211.096935932955","1","6.68991666666667","147.844935722055"
